Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
SW10 0AS,Yes,51.485023,-0.179614,526495,177801,TQ264778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0AT,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1994-05-01,2000-06-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0AU,Yes,51.485291,-0.178844,526548,177832,TQ265778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0AW,Yes,51.485023,-0.179614,526495,177801,TQ264778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0AX,Yes,51.485023,-0.179614,526495,177801,TQ264778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0AY,Yes,51.484152,-0.177978,526611,177707,TQ266777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0AZ,Yes,51.484317,-0.177553,526640,177726,TQ266777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0BA,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1995-12-01,1998-12-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0BB,Yes,51.482817,-0.1777,526634,177559,TQ266775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-06-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BG,Yes,51.485306,-0.180481,526434,177831,TQ264778,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0BH,Yes,51.484669,-0.179412,526510,177762,TQ265777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0BJ,Yes,51.484501,-0.178986,526540,177744,TQ265777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0BL,Yes,51.484093,-0.178772,526556,177699,TQ265776,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0BN,Yes,51.482677,-0.177936,526618,177543,TQ266775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BP,Yes,51.48199,-0.17828,526596,177466,TQ265774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BQ,Yes,51.484845,-0.179722,526488,177781,TQ264777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0BS,Yes,51.482333,-0.177791,526629,177505,TQ266775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BT,Yes,51.482584,-0.177147,526673,177534,TQ266775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BU,Yes,51.482835,-0.176532,526715,177563,TQ267775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BW,Yes,51.482218,-0.179092,526539,177490,TQ265774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BX,Yes,51.483183,-0.176345,526727,177602,TQ267776,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BY,Yes,51.482992,-0.175633,526777,177582,TQ267775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0BZ,Yes,51.483034,-0.175415,526792,177587,TQ267775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DA,Yes,51.482691,-0.175371,526796,177549,TQ267775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DB,Yes,51.483108,-0.176737,526700,177593,TQ267775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1990-02-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DE,Yes,51.482413,-0.176016,526752,177517,TQ267775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DF,Yes,51.481967,-0.175616,526781,177468,TQ267774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DG,Yes,51.480104,-0.177851,526631,177257,TQ266772,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DH,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1987-10-01,2000-07-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0DJ,Yes,51.481763,-0.17632,526733,177444,TQ267774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DL,Yes,51.481838,-0.17649,526721,177452,TQ267774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DN,Yes,51.48198,-0.176509,526719,177468,TQ267774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DP,No,51.482295,-0.17821,526600,177500,TQ266775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1992-01-01,1994-05-01,10,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002840
SW10 0DQ,Yes,51.482228,-0.174444,526862,177499,TQ268774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DR,Yes,51.481643,-0.179662,526501,177425,TQ265774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1996-12-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DS,Yes,51.481318,-0.178465,526585,177391,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0DT,Yes,51.481814,-0.177927,526621,177447,TQ266774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DU,No,51.481441,-0.181124,526400,177400,TQ264774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,2005-06-01,10,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01002843
SW10 0DW,Yes,51.482336,-0.176826,526696,177507,TQ266775,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0DX,Yes,51.480952,-0.178609,526576,177350,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0DY,Yes,51.481469,-0.177768,526633,177409,TQ266774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0DZ,Yes,51.481416,-0.178375,526591,177402,TQ265774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0EA,Yes,51.481284,-0.180857,526419,177383,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002843
SW10 0EB,Yes,51.481463,-0.179669,526501,177405,TQ265774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002843
SW10 0ED,Yes,51.480459,-0.179853,526491,177293,TQ264772,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,14,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0EE,Yes,51.480735,-0.179136,526540,177325,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,14,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0EF,Yes,51.481517,-0.177939,526621,177414,TQ266774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0EG,Yes,51.481112,-0.177364,526662,177370,TQ266773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0EH,Yes,51.480617,-0.178493,526585,177313,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0EJ,Yes,51.480968,-0.179041,526546,177351,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0EL,Yes,51.48119,-0.179449,526517,177375,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002843
SW10 0EN,Yes,51.481381,-0.180162,526467,177395,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002843
SW10 0EP,Yes,51.480708,-0.17967,526503,177321,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,14,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0EQ,Yes,51.481395,-0.177627,526643,177401,TQ266774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0ER,Yes,51.48118,-0.180573,526439,177372,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0ES,Yes,51.481277,-0.176983,526688,177389,TQ266773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0ET,Yes,51.4815,-0.176859,526696,177414,TQ266774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0EU,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1995-01-01,2006-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0EW,Yes,51.48088,-0.17805,526615,177343,TQ266773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002842
SW10 0EX,Yes,51.481741,-0.176749,526703,177441,TQ267774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0EY,Yes,51.481876,-0.177291,526665,177455,TQ266774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0EZ,Yes,51.482088,-0.177642,526640,177478,TQ266774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0FB,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1996-12-01,2003-10-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0FD,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-06-01,2000-06-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FE,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1998-06-01,2006-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0FF,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-02-01,2000-10-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FG,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1998-06-01,2012-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0FH,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-06-01,2000-06-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FJ,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-06-01,2000-07-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FL,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1998-06-01,2004-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0FN,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1998-06-01,2002-11-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0FP,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-12-01,1999-12-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FQ,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-12-01,2000-06-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FR,No,51.484744,-0.183629,526217,177763,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1998-12-01,2019-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0FS,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-12-01,2000-09-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FT,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-12-01,2001-05-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FU,Yes,51.481057,-0.18473,526151,177351,TQ261773,"Stanley","Kensington and Chelsea, unparished area",2017-05-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002913
SW10 0FW,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1998-12-01,1999-12-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FX,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1999-06-01,2001-09-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0FY,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1999-06-01,2000-07-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0FZ,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1999-06-01,2005-08-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GA,No,51.48118,-0.180573,526439,177372,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1995-12-01,1997-12-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0GB,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1999-12-01,2012-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GD,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1999-12-01,2006-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GE,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1999-12-01,2003-07-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GF,No,51.481189,-0.180558,526440,177373,TQ264773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1999-12-01,2001-01-01,12,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01002842
SW10 0GG,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",1999-12-01,2001-09-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GH,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-06-01,2001-08-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GJ,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-06-01,2011-05-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GL,No,51.484744,-0.183629,526217,177763,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-06-01,2019-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GN,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2009-05-01,2012-04-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GP,No,51.481396,-0.178246,526600,177400,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",2000-03-01,2000-10-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002842
SW10 0GQ,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-06-01,2001-12-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GR,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-06-01,2001-11-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GS,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-06-01,2004-08-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GT,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-06-01,2001-08-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GU,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-12-01,2001-08-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GW,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-12-01,2008-06-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GX,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-12-01,2006-01-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GY,No,51.484744,-0.183629,526217,177763,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2000-12-01,2019-02-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0GZ,No,51.484753,-0.183628,526217,177764,TQ262777,"Redcliffe","Kensington and Chelsea, unparished area",2001-06-01,2002-03-01,13,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002896
SW10 0HA,Yes,51.482109,-0.177843,526626,177480,TQ266774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0HB,No,51.481396,-0.178246,526600,177400,TQ265773,"Chelsea Riverside","Kensington and Chelsea, unparished area",1987-10-01,1990-12-01,12,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01002842
SW10 0HD,Yes,51.482028,-0.178984,526547,177469,TQ265774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002840
SW10 0HE,Yes,51.481465,-0.179813,526491,177405,TQ264774,"Chelsea Riverside","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002843
SW10 0HF,Yes,51.481466,-0.179789,526493,177405,TQ264774,"Chelsea Riverside","Kensington and Chelsea, unparished area",2017-08-01,,11,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01002843
SW10 0HH,Yes,51.484727,-0.180245,526452,177767,TQ264777,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,14,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002912
SW10 0HJ,Yes,51.483655,-0.178977,526543,177650,TQ265776,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HL,Yes,51.483626,-0.178215,526596,177648,TQ265776,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HN,Yes,51.483608,-0.177668,526634,177647,TQ266776,"Stanley","Kensington and Chelsea, unparished area",1992-08-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HP,Yes,51.48335,-0.177837,526623,177618,TQ266776,"Stanley","Kensington and Chelsea, unparished area",1985-10-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HR,Yes,51.483065,-0.178515,526577,177585,TQ265775,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HS,Yes,51.482735,-0.179373,526518,177547,TQ265775,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HT,Yes,51.482848,-0.179124,526535,177560,TQ265775,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HU,Yes,51.482513,-0.180117,526467,177521,TQ264775,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,10,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HX,Yes,51.482752,-0.180453,526443,177547,TQ264775,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HY,Yes,51.483015,-0.180587,526433,177576,TQ264775,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
SW10 0HZ,Yes,51.483196,-0.180061,526469,177597,TQ264775,"Stanley","Kensington and Chelsea, unparished area",1980-01-01,,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01002911
